rank	word	occurrences
1330	ДСО	28
1331	мәҡ	28
1332	ле	28
1333	сәсәниә	28
1334	Лилипутия	28
1335	Каргов	28
1336	НЕФАЗ	28
1337	типме	28
1338	мл	28
1339	Дельфий	28
1340	Хәтимйән	28
1341	тиреләрен	28
1342	Темин	28
1343	Миңнеханов	28
1344	алевролиттар	28
1345	нет	28
1346	правоны	28
1347	Башнефттең	28
1348	космоэнергетика	28
1349	мне	28
1350	статский	28
1351	Багираның	28
1352	ң	28
1353	войны	28
1354	Ғөбәйҙуллиндың	28
1355	Машаҡ	28
1356	Поляковка	28
1357	Осиновый	28
1358	бестужев	28
1359	Бүкәнбай	28
1360	театраларҙа	28
1361	тултырғыстар	28
1362	алтарь	27
1363	Вәлидигә	27
1364	Мосфильм	27
1365	ТЭЦ	27
1366	Дүшәнбе	27
1367	Рияз	27
1368	банктарҙа	27
1369	БАДТ-ла	27
1370	ФДУП-ында	27
1371	саммиттарға	27
1372	ғ	27
1373	Ҡаһирә	27
1374	Гөлжамал	27
1375	пионерҙары	27
1376	быть	27
1377	Орфей	27
1378	губернские	27
1379	саммиттар	27
1380	так	27
1381	беләһегеҙҙер	27
1382	Грек-рим	27
1383	актуаллеге	27
1384	макроиҡтисади	27
1385	ҙе	27
1386	подданныйлығын	27
1387	Бебер	27
1388	быйылдан	27
1389	Евклид	27
1390	ПДК	27
1391	Одиноков	27
1392	Ҡайбышев	27
1393	П	27
1394	Надежкин	27
1395	песни	27
1396	нының	27
1397	Чукотка	27
1398	Средстволар	27
1399	Донбаста	27
1400	Танабайҙы	27
1401	ЮТэйр	27
1402	Блефуску	27
1403	Литературная	27
1404	Уфанет	27
1405	саммиттарында	27
1406	НЭЗ	27
1407	Газпромбанк	27
1408	ИПТЭР-ҙа	27
1409	БДИ-ла	27
1410	Нәүфилә	27
1411	попечителлеге	26
1412	дында	26
1413	Россельхознадзорҙың	26
1414	серологик	26
1415	фаразланы	26
1416	экзоген	26
1417	Ғәҙилә	26
1418	Уфимского	26
1419	Золотой	26
1420	Терр-яның	26
1421	Короллегенең	26
1422	Юность	26
1423	микробиол	26
1424	эндоген	26
1425	Коломенское	26
1426	Кто	26
1427	БНИИСХ	26
1428	алкиллаштырыу	26
1429	Ибраһимдың	26
1430	дол	26
1431	Мәрүәрә	26
1432	Этуаль	26
1433	рудераль	26
1434	Торнтондың	26
1435	НЭЗ-ы	26
1436	Муха	26
1437	Манюся	26
1438	полимикт	26
1439	ашыуыраҡҡа	26
1440	меня	26
1441	ночь	26
1442	протоиерей	26
1443	Аттила	26
1444	Барсынбикә	26
1445	Башавтотранстың	26
1446	Сельская	26
1447	Салаватстекло	26
1448	КБ-нда	26
1449	Рәүис	26
1450	хлорорганик	26
1451	Тинчурин	26
1452	Рахманҡолов	26
1453	минме	26
1454	Белебеевские	26
1455	Оренбургские	26
1456	ғәжәбе	26
1457	һөжрәһендә	26
1458	Бум-Друмдың	26
1459	югары	26
1460	Золушка	26
1461	аргиллит	26
1462	Танабайға	26
1463	бы	26
1464	благородие	26
1465	Реналь	26
1466	к-с	26
1467	һаманғаса	26
1468	термодинамик	26
1469	РФ-тағы	26
1470	бобылдәр	26
1471	Уфимкабель	26
1472	вице-губернаторы	26
1473	Оджилви	26
1474	ч	26
1475	тетрәндергес	26
1476	Ларгус	25
1477	Анадолу	25
1478	Златоуста	25
1479	народов	25
1480	ХРК	25
1481	С-тан	25
1482	христианлаштырыу	25
1483	Иғтисамова	25
1484	Ертахов	25
1485	Корпоратив	25
1486	Д	25
1487	Айвенһо	25
1488	Тавасиев	25
1489	ФҮ-нең	25
1490	Федора	25
1491	отличие	25
1492	любви	25
1493	Торнов	25
1494	Абдраҡов	25
1495	Масленица	25
1496	ЮНИДО	25
1497	Уокиң	25
1498	НГДУ-һында	25
1499	народа	25
1500	Знамя	25
1501	Тортила	25
1502	Орленок	25
1503	дүртеһе	25
1504	Дағстандан	25
1505	әҙенән	25
1506	СНИЛС	25
1507	Фенченко	25
1508	томын	25
1509	иҫәңгерәп	25
1510	Бертон	25
1511	Ишһарин	25
1512	Раш	25
1513	Ксури	25
1514	Москвы	25
1515	Корсик	25
1516	Әлмән	25
1517	Ниғмәтуллиндың	25
1518	лифттар	25
1519	Әртә	25
1520	ковидтан	25
1521	Казан	25
1522	Сириус	25
1523	рейтингтар	25
1524	Илмира	25
1525	щеһы	25
1526	грэпплинг	25
1527	Нурсалих	25
1528	Пиняға	25
1529	Ғәрәбстанында	25
1530	тиелары	25
1531	Великий	25
1532	рейтингты	25
1533	Приора	25
1534	Ҡуҙыйкүрпәс	25
1535	МХО-ла	25
1536	средстволарға	25
1537	Тайсинов	24
1538	найм	24
1539	пудлингылау	24
1540	өсөшәр	24
1541	интрузив	24
1542	Пермина	24
1543	ГДР	24
1544	пейджер	24
1545	ВЦИОМ	24
1546	алюминорганик	24
1547	БашЭКСПО	24
1548	Әрмәнстанда	24
1549	Сәскәский	24
1550	Уфы	24
1551	Чванов	24
1552	Рәсәйҙәң	24
1553	Рособрнадзор	24
1554	Пресвятая	24
1555	аллель	24
1556	Инәсәй	24
1557	Табаки	24
1558	Домашников	24
1559	Садо	24
1560	Независимая	24
1561	под	24
1562	улла	24
1563	Ҡананикольск	24
1564	Франт	24
1565	ЮХХДИ-да	24
1566	Бектай	24
1567	Карнай	24
1568	һыйҙырышлығы	24
1569	Натйаштың	24
1570	время	24
1571	Кореянан	24
1572	штамы	24
1573	Баҡыға	24
1574	ҠП	24
1575	базидиомицеттар	24
1576	Гидрометүҙәк	24
1577	Лукойл	24
1578	экстрен	24
1579	знамя	24
1580	альдегидтар	24
1581	Башнефтезаводстрой	24
1582	көндөҙгә	24
1583	рН	24
1584	Ҡананикольский	24
1585	акв	24
1586	мығырҙанды	24
1587	губернияһы	24
1588	Ризаитдин	24
1589	эшләмәк	24
1590	Нәҫри	24
1591	Йософто	24
1592	ӨНИ	24
1593	Өмет	24
1594	Кантюкова	24
1595	Моя	24
1596	ғибарәт	24
1597	Федька	24
1598	кто	24
1599	сағыштырырлыҡ	24
1600	Шағәли	24
1601	алкил	24
1602	КОИБ	24
1603	эстәре	24
1604	Синдбадтың	24
1605	Новосибирскиҙан	24
1606	Бахчисарайский	24
1607	колл-үҙәк	24
1608	Исаия	24
1609	синхрон	23
1610	ЛУКОЙЛ	23
1611	приор	23
1612	мм-ға	23
1613	Майстренко	23
1614	ҡаҙатҡан	23
1615	тотороҡланды	23
1616	БДИ-ның	23
1617	Сальваторға	23
1618	автотроф	23
1619	БДХМ-да	23
1620	Человек	23
1621	мегантиклинорийы	23
1622	Джефферс	23
1623	СДЮСШОР-ы	23
1624	Дәшти	23
1625	Мәғлүмәти	23
1626	Һм	23
1627	ДНР	23
1628	Хәзиәхмәтов	23
1629	ПАЗ	23
1630	Әл-Әзһәр	23
1631	Наньчан	23
1632	Әстрханға	23
1633	Капризов	23
1634	Шельдяев	23
1635	говоря	23
1636	Оторбаев	23
1637	гумораль	23
1638	тергеҙелеүе	23
1639	уйлайҙыр	23
1640	Агиштың	23
1641	Сулман	23
1642	Базилио	23
1643	МДУ	23
1644	стирол	23
1645	Честно	23
1646	Эхо	23
1647	Аркада	23
1648	Әсғәттең	23
1649	во	23
1650	Из	23
1651	Росатом	23
1652	Фортунато	23
1653	МУП-ы	23
1654	к-я	23
1655	история	23
1656	холҡона	23
1657	камилыраҡ	23
1658	Квят	23
1659	саммиттарының	23
1660	война	23
1661	Чишминский	23
1662	тер	23
1663	актуаллеген	23
1664	полициклик	23
1665	Марконе	23
1666	СДЮШОР-ы	23
1667	Джоомарт	23
1668	Һакстерс	23
1669	Бохайырҙы	23
1670	Злотарев	23
1671	Росагролизинг	23
1672	Рәүҙе	23
1673	күсеүсән	23
1674	Таймерҙы	23
1675	васясо	23
1676	Бигнов	23
1677	где	23
1678	Карауан	23
1679	Дәрүишхан	23
1680	БПЛА	23
1681	СДПА-ла	23
1682	банктағы	23
1683	ма	23
1684	Хевел	23
1685	Долгорукий	23
1686	Гагрин	23
1687	Рушанна	23
1688	Чехословак	23
1689	Блажевич	23
1690	Уфимской	23
1691	поликонденсация	23
1692	һеңерсәле	23
1693	ЛДПР-ҙан	23
1694	һырылыусан	23
1695	Инмаш	23
1696	Торстен	23
1697	майшәм	23
1698	әлкәһендә	22
1699	Крокус	22
1700	етәр	22
1701	Вальдемар	22
1702	мира	22
1703	тиры	22
1704	ФИДЕ	22
1705	Глюк	22
1706	Женитьба	22
1707	Шөрөпйән	22
1708	Джули	22
1709	Әлибайға	22
1710	ферментатив	22
1711	Ҡашғари	22
1712	короллеге	22
1713	Фелекты	22
1714	Белорецкий	22
1715	СИОФФ	22
1716	спорофит	22
1717	ДУП-ының	22
1718	кавказ	22
1719	Гран-прийы	22
1720	со	22
1721	надо	22
1722	Бочкарев	22
1723	Әхмәтйән	22
1724	ДОСААФ-ының	22
1725	только	22
1726	БАШКИРСКАЯ	22
1727	Кия	22
1728	Время	22
1729	банктарында	22
1730	көнүҙәклеген	22
1731	Ҡонҡас	22
1732	Капишников	22
1733	Но	22
1734	уятҡыс	22
1735	олефиндар	22
1736	Фиц-Урс	22
1737	Неволин-Светов	22
1738	Лерман	22
1739	Кнауф	22
1740	редис	22
1741	Чурис	22
1742	ышаныстабыҙ	22
1743	Оле-Лукойе	22
1744	Чуд	22
1745	полиэтилентерефталат	22
1746	Ғамзалы	22
1747	Гулливерҙы	22
1748	Чудотворец	22
1749	Баллыбанат	22
1750	турней	22
1751	Георги	22
1752	Зухтың	22
1753	ӨМЭПБ-ның	22
1754	саммитында	22
1755	день	22
1756	Омскиҙың	22
1757	Чороның	22
1758	Кариб	22
1759	һәи	22
1760	Фәйхүнә	22
1761	ТӨРКСОЙ-ҙағы	22
1762	биогеоценоздар	22
1763	Путенихин	22
1764	Шамилға	22
1765	Грипҡа	22
1766	Гельм	22
1767	һөжрә	22
1768	ЛДУ-ны	22
1769	УМНИК	22
1770	Ред	22
1771	Һаубан	22
1772	субэкватор	22
1773	офлайн	22
1774	вулканоген	22
1775	Битлз	22
1776	Тажикстанда	22
1777	һыйырсылыҡ	22
1778	әүҙемләште	21
1779	Һигеҙбаев	21
1780	эндоскопик	21
1781	эндосперм	21
1782	Ғибаҙат	21
1783	фамен	21
1784	ААЙ-ларында	21
1785	гаметофит	21
1786	Обыдённов	21
1787	человек	21
1788	вести	21
1789	Башстатта	21
1790	Вон-толла	21
1791	Нартайлаҡов	21
1792	Яугирҙәр	21
1793	Вайсфельд	21
1794	неонаталь	21
1795	барит	21
1796	ғәли	21
1797	Ош	21
1798	сердце	21
1799	Әнүздең	21
1800	Гуттиэреға	21
1801	Наливкин	21
1802	хэштегы	21
1803	Афғанстандың	21
1804	Горка	21
1805	Минкустың	21
1806	Мортазинға	21
1807	Федоровна	21
1808	Абс	21
1809	полифункциональ	21
1810	совет-финлянд	21
1811	Миңлеәхмәт	21
1812	щеһын	21
1813	Фелектың	21
1814	Посполитаяға	21
1815	Плечев	21
1816	Северсталь	21
1817	Чиполлиноның	21
1818	Минкус	21
1819	Жизнь	21
1820	умарт	21
1821	Ҡаһирәлә	21
1822	Олли	21
1823	Посад	21
1824	Викимедиа	21
1825	Риварестың	21
1826	мицелий	21
1827	ДУАХП	21
1828	ҡалынған	21
1829	превосходительство	21
1830	Реус	21
1831	века	21
1832	Ғиләжевтең	21
1833	Әҙһәм	21
1834	Дядя	21
1835	хет	21
1836	фаразланмай	21
1837	ССР-ында	21
1838	фаразлайҙар	21
1839	Гулливерға	21
1840	Пермдән	21
1841	ориентиры	21
1842	металорганик	21
1843	Серебряный	21
1844	губернияһының	21
1845	ӨДСИ	21
1846	программист	21
1847	Шәйсолтан	21
1848	ДНК-ның	21
1849	Ефимка	21
1850	Есть	21
1851	Ди	21
1852	Нилә	21
1853	Добыча	21
1854	дьякон	21
1855	литературы	21
1856	Саммиттар	21
1857	ҮК-ның	21
1858	Байегетов	21
1859	господин	21
1860	Степановка	21
1861	ӨНИ-нең	21
1862	Иртәгәнән	21
1863	бу	21
1864	тиклемгеләр	21
1865	Очерки	21
1866	годы	21
1867	БДАУ-ҙың	21
1868	тышсалы	21
1869	шығырҙап	21
1870	Иннопром	21
1871	Это	21
1872	Пулинович	21
1873	Коржинский	21
1874	Өф-Фәләс	21
1875	Содружество	21
1876	Ростуризм	21
1877	Сноуға	21
1878	Хәтмигә	21
1879	Яльмар	21
1880	Непейцев	21
1881	Дмитрюк	21
1882	Боссан	20
1883	лингв	20
1884	гендер	20
1885	об	20
1886	Горохольская	20
1887	Орландо	20
1888	Тербун	20
1889	Гөлһарының	20
1890	средстволарының	20
1891	Панна	20
1892	Великие	20
1893	Мансураға	20
1894	Первозванный	20
1895	БашИнком	20
1896	вольница	20
1897	мегасинклинорийының	20
1898	Ларсен	20
1899	Русские	20
1900	Гран-прийына	20
1901	Рәмиевтәр	20
1902	мыңғырҙаны	20
1903	геомәғлүмәт	20
1904	Альбанов	20
1905	Уктус	20
1906	Зубово	20
1907	Жуси	20
1908	Бариа-Вунгтау	20
1909	Магнитогорскиҙан	20
1910	средстволарына	20
1911	сополимерҙары	20
1912	ЕСМ	20
1913	но	20
1914	Үктәбер	20
1915	автоном	20
1916	Линус	20
1917	флюорит	20
1918	ҡартатаһы	20
1919	ЭЭМ-дың	20
1920	Автостат	20
1921	точно	20
1922	УРАЛСИБ	20
1923	Боголюбский	20
1924	экспоненталар	20
1925	осраҡлылыҡ	20
1926	изомерлаштырыу	20
1927	Золотая	20
1928	Береговка	20
1929	дети	20
1930	Дом	20
1931	холоптар	20
1932	Верхотур	20
1933	Прочаковская	20
1934	шыбырҙаны	20
1935	диверсификациялау	20
1936	Ашер	20
1937	Ҡынаан	20
1938	поршенлы	20
1939	Бандар-лог	20
1940	Һорселл	20
1941	банктан	20
1942	ВЕСТНИК	20
1943	золотая	20
1944	Мартиниға	20
1945	язык	20
1946	Доминикино	20
1947	Гавва	20
1948	Маллетский	20
1949	Наумовка	20
1950	НИИнефтехимда	20
1951	Трансаэро	20
1952	Малс	20
1953	Норош	20
1954	тебе	20
1955	Книга	20
1956	зауряд-хорунжий	20
1957	формальдегид	20
1958	егәлгә	20
1959	зоналлеге	20
1960	эконом-класс	20
1961	терефталь	20
1962	Гуттиэреның	20
1963	Бальтазарҙы	20
1964	тиеһы	20
1965	тритикале	20
1966	Зуритаға	20
1967	Балағорттары	20
1968	Бесекәй	20
1969	әхләҡи	20
1970	темпын	20
1971	Сәйфуллиндың	20
