rank	word	occurrences	heuristic_group
782	субмеридиональ	63	lower_lexical_3plus
783	фарм	63	lower_lexical_3plus
784	шағирға	63	lower_lexical_3plus
785	шағирҙы	63	lower_lexical_3plus
786	ӨДСИ-лә	63	initial_upper
787	Атнабаевтың	62	initial_upper
788	Балсәскә	62	initial_upper
789	Бельские	62	initial_upper
790	Бутлер	62	initial_upper
791	Загородная	62	initial_upper
792	Каринэ	62	initial_upper
793	банкта	62	lower_lexical_3plus
794	вице-мисс	62	lower_hyphenated
795	рецебын	62	lower_lexical_3plus
796	табиптың	62	lower_lexical_3plus
797	Беф	61	initial_upper
798	Ниһәйәт	61	initial_upper
799	Творогов	61	initial_upper
800	Уфахимпром	61	initial_upper
801	Шкапов	61	initial_upper
802	ЮХХДИ-ның	61	initial_upper
803	ковид	61	lower_lexical_3plus
804	конгресс-холы	61	lower_hyphenated
805	көлөүен	61	lower_lexical_3plus
806	процентлыҡ	61	lower_lexical_3plus
807	Анд	60	initial_upper
808	ВЛКСМ	60	all_upper
809	Легран	60	initial_upper
810	МПа	60	initial_upper
811	Офицерҙар	60	initial_upper
812	Посполитая	60	initial_upper
813	Сережа	60	initial_upper
814	Сноу	60	initial_upper
815	ТТӘИ	60	all_upper
816	Ту	60	initial_upper
817	имам-хатибы	60	lower_hyphenated
818	как	60	lower_lexical_3plus
819	комитеталар	60	lower_lexical_3plus
820	көтөүҙе	60	lower_lexical_3plus
821	мауыға	60	lower_lexical_3plus
822	рифейҙың	60	lower_lexical_3plus
823	сапониндар	60	lower_lexical_3plus
824	тренажер	60	lower_lexical_3plus
825	төҙөлөүе	60	lower_lexical_3plus
826	Әмири	60	initial_upper
827	ӨДНТУ-ның	60	initial_upper
828	Архангель	59	initial_upper
829	Бәкеров	59	initial_upper
830	Гран-прийын	59	initial_upper
831	Доставалов	59	initial_upper
832	Индрил	59	initial_upper
833	Йәғҙә	59	initial_upper
834	Куликово	59	initial_upper
835	ОСАГО	59	all_upper
836	чартер	59	lower_lexical_3plus
837	ҮБК-ның	59	initial_upper
838	һөжрәһенә	59	lower_lexical_3plus
839	Аҡъял	58	initial_upper
840	БДИ-ны	58	initial_upper
841	БР-ҙағы	58	initial_upper
842	БРИКС-тың	58	initial_upper
843	Гранта	58	initial_upper
844	Нефтехимик	58	initial_upper
845	РБК-Өфө	58	initial_upper
846	Терра	58	initial_upper
847	ФМ	58	all_upper
848	Хати	58	initial_upper
849	банктары	58	lower_lexical_3plus
850	боҙолоуын	58	lower_lexical_3plus
851	бөтөрөүҙе	58	lower_lexical_3plus
852	ис	58	lower_two_letters
853	м-ға	58	lower_hyphenated
854	паркындағы	58	lower_lexical_3plus
855	посад	58	lower_lexical_3plus
856	репрессиялана	58	lower_lexical_3plus
857	тарихым	58	lower_lexical_3plus
858	эҙен	58	lower_lexical_3plus
859	Ҡолтан	58	initial_upper
860	Апр	57	initial_upper
861	Гидрометүҙәге	57	initial_upper
862	МВт	57	initial_upper
863	Не	57	initial_upper
864	эскәндә	57	lower_lexical_3plus
865	Алена	56	initial_upper
866	БМО	56	all_upper
867	Бум-Друм	56	initial_upper
868	Буревестник	56	initial_upper
869	Кушнарен	56	initial_upper
870	Миңнуллиндың	56	initial_upper
871	Мортазиндың	56	initial_upper
872	Салауатнефтеоргсинтез	56	initial_upper
873	ЦСКА	56	all_upper
874	ингл	56	lower_lexical_3plus
875	томлы	56	lower_lexical_3plus
876	Вечерняя	55	initial_upper
877	Выползок	55	initial_upper
878	Муз	55	initial_upper
879	Окт	55	initial_upper
880	Сочила	55	initial_upper
881	Транснефть	55	initial_upper
882	адрестары	55	lower_lexical_3plus
883	башкирского	55	lower_lexical_3plus
884	ингибиторҙары	55	lower_lexical_3plus
885	поливинилхлорид	55	lower_lexical_3plus
886	саммиты	55	lower_lexical_3plus
887	һəм	55	lower_lexical_3plus
888	Башкирские	54	initial_upper
889	Воскресенка	54	initial_upper
890	Кроношпан	54	initial_upper
891	Миңлеғәфүр	54	initial_upper
892	Монтанеллиҙың	54	initial_upper
893	Рейтингта	54	initial_upper
894	Санкт-Петербургка	54	initial_upper
895	Социнвестбанк	54	initial_upper
896	берәйһенә	54	lower_lexical_3plus
897	геопарк	54	lower_lexical_3plus
898	к-к	54	lower_hyphenated
899	км-ға	54	lower_hyphenated
900	күберәген	54	lower_lexical_3plus
901	моно	54	lower_lexical_3plus
902	рифей	54	lower_lexical_3plus
903	средстволарҙың	54	lower_lexical_3plus
904	тарихтың	54	lower_lexical_3plus
905	эҙҙәр	54	lower_lexical_3plus
906	яугирҙарҙың	54	lower_lexical_3plus
907	Ғабдуллин	54	initial_upper
908	Башкирской	53	initial_upper
909	Быҙаубаш	53	initial_upper
910	Бэктың	53	initial_upper
911	Дәүләткилдеев	53	initial_upper
912	Исмәғилевтең	53	initial_upper
913	Мыңғырҙыҡ	53	initial_upper
914	Новосибирскиҙа	53	initial_upper
915	адаптив	53	lower_lexical_3plus
916	интервьюла	53	lower_lexical_3plus
917	офицерҙарҙың	53	lower_lexical_3plus
918	полкын	53	lower_lexical_3plus
919	тарихынан	53	lower_lexical_3plus
920	тренингтар	53	lower_lexical_3plus
921	этно-төркөмө	53	lower_hyphenated
922	Ҡарйондоҙ	53	initial_upper
923	үҙгәртеүсән	53	lower_lexical_3plus
924	ДОСААФ	52	all_upper
925	КАМАЗ	52	all_upper
926	Магнитогорскиҙа	52	initial_upper
927	Молния	52	initial_upper
928	Нәзиуллин	52	initial_upper
929	СПИД-ты	52	initial_upper
930	Сангалов	52	initial_upper
931	Хәммәт	52	initial_upper
932	алифатик	52	lower_lexical_3plus
933	до	52	lower_two_letters
934	ноябрҙан	52	lower_lexical_3plus
935	саммиттарын	52	lower_lexical_3plus
936	служилый	52	lower_lexical_3plus
937	табиптарына	52	lower_lexical_3plus
938	технопаркы	52	lower_lexical_3plus
939	тиһегеҙ	52	lower_lexical_3plus
940	финансланған	52	lower_lexical_3plus
941	ылаусылыҡ	52	lower_lexical_3plus
942	Әлмөхәмәт	52	initial_upper
943	БНИИСХ-ла	51	initial_upper
944	Вести	51	initial_upper
945	Де	51	initial_upper
946	МХО	51	all_upper
947	Нурғәлиевна	51	initial_upper
948	Ростех	51	initial_upper
949	ТӨРКСОЙ-ҙың	51	initial_upper
950	ашыулыҡ	51	lower_lexical_3plus
951	бөтөүе	51	lower_lexical_3plus
952	комитеталары	51	lower_lexical_3plus
953	ру	51	lower_two_letters
954	с-зында	51	lower_hyphenated
955	эстеләр	51	lower_lexical_3plus
956	япраҡсалары	51	lower_lexical_3plus
957	ярд	51	lower_lexical_3plus
958	Ҡазанды	51	initial_upper
959	Әхиәр	51	initial_upper
960	Әхмәтша	51	initial_upper
961	АСБашҡортостан	50	initial_upper
962	Восход	50	initial_upper
963	Ливси	50	initial_upper
964	Ораҡов	50	initial_upper
965	СН	50	all_upper
966	Серафимовка	50	initial_upper
967	агрохимик	50	lower_lexical_3plus
968	таймерҙы	50	lower_lexical_3plus
969	фатирына	50	lower_lexical_3plus
970	фатирында	50	lower_lexical_3plus
971	Алмазбәк	49	initial_upper
972	Арыҫланҡош	49	initial_upper
973	Башкиргражданпроект	49	initial_upper
974	Билли	49	initial_upper
975	Бульдео	49	initial_upper
976	Испаньола	49	initial_upper
977	Орел	49	initial_upper
978	Поллианнаға	49	initial_upper
979	ТТӘИ-лә	49	initial_upper
980	волонтер	49	lower_lexical_3plus
981	жюрийы	49	lower_lexical_3plus
982	стела	49	lower_lexical_3plus
983	элде	49	lower_lexical_3plus
984	этаплап	49	lower_lexical_3plus
985	Әғлиуллина	49	initial_upper
986	Авдон	48	initial_upper
987	НТВ	48	all_upper
988	Озеро	48	initial_upper
989	Пшеничнюк	48	initial_upper
990	С-ҡа	48	initial_upper
991	СПИД	48	all_upper
992	Цулыгин	48	initial_upper
993	Эдай	48	initial_upper
994	аҫтараҡ	48	lower_lexical_3plus
995	все	48	lower_lexical_3plus
996	гидрирлау	48	lower_lexical_3plus
997	ойошторолоуын	48	lower_lexical_3plus
998	партнерлыҡты	48	lower_lexical_3plus
999	санатор-курорт	48	lower_hyphenated
1000	см-ға	48	lower_hyphenated
1001	Әҙәб	48	initial_upper
1002	Берәүһе	47	initial_upper
1003	Богородица	47	initial_upper
1004	Етәр	47	initial_upper
1005	За	47	initial_upper
1006	Поляна	47	initial_upper
1007	СДЮСШОР	47	all_upper
1008	Сермән	47	initial_upper
1009	Танабайҙың	47	initial_upper
1010	Уфимские	47	initial_upper
1011	Хоҙайбирҙиндың	47	initial_upper
1012	америка	47	lower_lexical_3plus
1013	аминдар	47	lower_lexical_3plus
1014	башкир	47	lower_lexical_3plus
1015	кВ	47	lower_two_letters
1016	металды	47	lower_lexical_3plus
1017	морфол	47	lower_lexical_3plus
1018	тиреләре	47	lower_lexical_3plus
1019	тотоуын	47	lower_lexical_3plus
1020	тырым-тырағай	47	lower_hyphenated
1021	фатирҙарҙы	47	lower_lexical_3plus
1022	это	47	lower_lexical_3plus
1023	ӨМЭПБ-ла	47	initial_upper
1024	ДДТ	46	all_upper
1025	Дюсен	46	initial_upper
1026	Кореяла	46	initial_upper
1027	Мессуа	46	initial_upper
1028	Рыльский	46	initial_upper
1029	Рәнис	46	initial_upper
1030	Тажикстандың	46	initial_upper
1031	генәме	46	lower_lexical_3plus
1032	его	46	lower_lexical_3plus
1033	пионерҙар	46	lower_lexical_3plus
1034	рейтингтың	46	lower_lexical_3plus
1035	реконструкциялана	46	lower_lexical_3plus
1036	тием	46	lower_lexical_3plus
1037	ф-каһы	46	lower_hyphenated
1038	Ҡабарҙа-Балҡар	46	initial_upper
1039	Ҡотлас	46	initial_upper
1040	Әсхәт	46	initial_upper
1041	ӨДСА-ла	46	initial_upper
1042	АССР-ның	45	initial_upper
1043	Аҡкүмәс	45	initial_upper
1044	Башсельхозтехника	45	initial_upper
1045	Бикчәнтәев	45	initial_upper
1046	Быйылдан	45	initial_upper
1047	Закомалдин	45	initial_upper
1048	Звезда	45	initial_upper
1049	Ижевскиҙа	45	initial_upper
1050	Ковидҡа	45	initial_upper
1051	Косотур	45	initial_upper
1052	Мариин	45	initial_upper
1053	НДФЛ	45	all_upper
1054	РБ	45	all_upper
1055	Филол	45	initial_upper
1056	ХКС-ының	45	initial_upper
1057	Хәмитйән	45	initial_upper
1058	банктарҙың	45	lower_lexical_3plus
1059	берәүһен	45	lower_lexical_3plus
1060	ди	45	lower_two_letters
1061	икәүһен	45	lower_lexical_3plus
1062	ниһәйәт	45	lower_lexical_3plus
1063	пластификаторҙар	45	lower_lexical_3plus
1064	стопкоронавирус	45	lower_lexical_3plus
1065	тиһегеҙме	45	lower_lexical_3plus
1066	Алерт	44	initial_upper
1067	БЭТО	44	all_upper
1068	БашДУ	44	initial_upper
1069	Ведомости	44	initial_upper
1070	Грассини	44	initial_upper
1071	Мечел	44	initial_upper
1072	Мәғлүмәтләштереү	44	initial_upper
1073	Охлебинин	44	initial_upper
1074	Пед	44	initial_upper
1075	Потемкин	44	initial_upper
1076	Преображенск	44	initial_upper
1077	Пьяный	44	initial_upper
1078	Сурдлимпия	44	initial_upper
1079	иммун	44	lower_lexical_3plus
1080	люди	44	lower_lexical_3plus
1081	мастеровой	44	lower_lexical_3plus
1082	тороуҙы	44	lower_lexical_3plus
1083	тотондоҡ	44	lower_lexical_3plus
1084	төшөрөүҙе	44	lower_lexical_3plus
1085	Әлмира	44	initial_upper
1086	Башгидрометтың	43	initial_upper
1087	БашҮБК	43	initial_upper
1088	Бикшына	43	initial_upper
1089	Воскресение	43	initial_upper
1090	Гималай	43	initial_upper
1091	ДСО-һының	43	initial_upper
1092	Жәйҙәр	43	initial_upper
1093	Кронье	43	initial_upper
1094	Күсимов	43	initial_upper
1095	Митхун	43	initial_upper
1096	ПБ-ның	43	initial_upper
1097	Рустәге	43	initial_upper
1098	Рөстәмбай	43	initial_upper
1099	Су	43	initial_upper
1100	ассоциацияланған	43	lower_lexical_3plus
1101	балағорттары	43	lower_lexical_3plus
1102	есть	43	lower_lexical_3plus
1103	иртәгәнән	43	lower_lexical_3plus
1104	уйнатылды	43	lower_lexical_3plus
1105	ю	43	one_letter
1106	языка	43	lower_lexical_3plus
1107	яһында	43	lower_lexical_3plus
1108	Абсолютная	42	initial_upper
1109	Башкирнефтепродукт	42	initial_upper
1110	Бохарский	42	initial_upper
1111	ГАЗель	42	initial_upper
1112	Гвандоя	42	initial_upper
1113	Дуремар	42	initial_upper
1114	Илвир	42	initial_upper
1115	Касеинов	42	initial_upper
1116	Мед	42	initial_upper
1117	РККА	42	all_upper
1118	Советская	42	initial_upper
1119	ТТӘИ-нең	42	initial_upper
1120	Уложенный	42	initial_upper
1121	Фатирҙар	42	initial_upper
1122	Флинт	42	initial_upper
1123	башкирской	42	lower_lexical_3plus
1124	берешәр	42	lower_lexical_3plus
1125	иод	42	lower_lexical_3plus
1126	истории	42	lower_lexical_3plus
1127	максимальная	42	lower_lexical_3plus
1128	наместниклығы	42	lower_lexical_3plus
1129	физика-матем	42	lower_hyphenated
1130	часовня	42	lower_lexical_3plus
1131	ынан	42	lower_lexical_3plus
1132	эскәс	42	lower_lexical_3plus
1133	яугиры	42	lower_lexical_3plus
1134	Авг	41	initial_upper
1135	Богоявленск	41	initial_upper
1136	Болла	41	initial_upper
1137	Бэкты	41	initial_upper
1138	Вестерлунд	41	initial_upper
1139	Ибрам	41	initial_upper
1140	Истоки	41	initial_upper
1141	Ключарёв	41	initial_upper
1142	Красноярскиҙа	41	initial_upper
1143	Хәтмиҙең	41	initial_upper
1144	займ	41	lower_lexical_3plus
1145	иртәгәгә	41	lower_lexical_3plus
1146	күбеһенә	41	lower_lexical_3plus
1147	күмелде	41	lower_lexical_3plus
1148	мы	41	lower_two_letters
1149	нөң	41	lower_lexical_3plus
1150	средстволарынан	41	lower_lexical_3plus
1151	судан	41	lower_lexical_3plus
1152	тарихтан	41	lower_lexical_3plus
1153	тыға	41	lower_lexical_3plus
1154	Әхмәҙулла	41	initial_upper
1155	Бантиң	40	initial_upper
1156	Берёзовка	40	initial_upper
1157	Буагильбер	40	initial_upper
1158	Бэкҡа	40	initial_upper
1159	Вот	40	initial_upper
1160	Гулливерҙың	40	initial_upper
1161	Енакиевтың	40	initial_upper
1162	Ишимбайнефть	40	initial_upper
1163	Мономах	40	initial_upper
1164	Орлан	40	initial_upper
1165	Рифғәт	40	initial_upper
1166	Рябовский	40	initial_upper
1167	ССР	40	all_upper
1168	Так	40	initial_upper
1169	ХКС	40	all_upper
1170	Эгәр	40	initial_upper
1171	ЯСЙ-лары	40	initial_upper
1172	алевролит	40	lower_lexical_3plus
1173	етешмәүсәнлеге	40	lower_lexical_3plus
1174	иде	40	lower_lexical_3plus
1175	к-з	40	lower_hyphenated
1176	күтәрелеүсән	40	lower_lexical_3plus
1177	тинек	40	lower_lexical_3plus
1178	тәбрикләнде	40	lower_lexical_3plus
1179	финансланасаҡ	40	lower_lexical_3plus
1180	фитосанитар	40	lower_lexical_3plus
1181	фр	40	lower_two_letters
1182	холҡон	40	lower_lexical_3plus
1183	эвакуациялана	40	lower_lexical_3plus
1184	этно-проекты	40	lower_hyphenated
1185	Ҡолобәк	40	initial_upper
1186	Ҡытаутамаҡ	40	initial_upper
1187	ААЙ-лары	39	initial_upper
